"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2713","test_signup_Doc[chromium]","Log_Sing","Wed Jan 14 23:16:00 GMT+06:00 2026","passed","Wed Jan 14 23:16:03 GMT+06:00 2026","","Signup","",""
"","7558","test_signup_All_fields_check[chromium]","Log_Sing","Wed Jan 14 23:20:43 GMT+06:00 2026","passed","Wed Jan 14 23:20:50 GMT+06:00 2026","","Signup","",""
